itemid,hasbird
12627c7a-deca-4db5-9ffb,0.284
1267263a-50b7-4c90-9123,0.974
12718fd0-a466-4cf0-aff5,0.240
1279a6fc-b350-405f-8bb5,0.631
128d8e00-0255-4763-95bb,0.505
12902744-cd3c-4fcc-911a,0.205
129de4dd-b1dd-4d2b-ab03,0.994
12b1ce32-6513-4ad4-a86f,0.279
12be4c65-d74a-48af-aed9,1.000
12c4e159-73f6-4630-a6d9,0.413
12c5040a-64cb-473a-91ce,0.322
12c52c6f-7306-47e8-808d,0.179
12c67b7c-654f-4735-b41c,0.444
12c7bc9b-0711-4ddd-b7e1,0.165
12de692c-9077-414c-9a31,0.462
12e13a0f-f032-4b50-8fab,0.480
12ea7d87-00df-42cc-be8a,0.327
12efbbf6-7295-4b04-b447,0.996
12fd74a8-1525-42e8-8487,0.328
1309c742-5832-4dfe-85eb,0.852
1313b9a0-ee2c-4014-8a6b,0.978
1314ef3d-7d3d-472b-91e3,0.689
131f4fa1-7af1-4720-b250,0.382
131f8926-7c62-49b9-9ae5,0.289
1328d77c-f2fb-40b0-8628,0.406
1329e838-9774-4b46-845b,0.275
133807a9-8b93-48cb-97f0,0.175
1347d779-7650-4b6d-be4d,0.345
134819f3-7d4d-4c60-a4e8,0.290
134976eb-2023-4504-9e88,0.644
135280f0-2d83-4d10-986f,0.387
13646bef-9202-44dc-a10f,0.353
1364a66b-4959-49c6-86a0,0.363
13660d39-48dc-4016-8d84,0.949
1368b7be-215b-4aa1-bdf8,0.360
1368e9e1-a245-45c0-925e,0.992
136bc320-790b-4a72-b1ef,0.091
136e33d4-dc04-483a-96fb,0.599
1373c8b4-925e-43c4-8531,0.341
137448fb-98bb-4c03-b7d2,0.464
1374dbb6-c13d-46b1-a3c3,0.358
137bee32-00bb-426c-90b4,0.318
1382f6a1-6d26-4b54-9bf2,0.320
13882fe2-5255-48e6-b844,0.373
1388cf08-787c-4106-b28c,0.232
139156d7-86e5-4731-8148,0.203
1393e9e9-c2ad-45d7-a6a6,0.701
13a4bed2-95ed-452b-a5bc,0.813
13ae61b1-e095-4ad9-836a,0.193
13b7d6ed-70b4-487d-ac98,0.423
13c25254-b022-4314-90ac,0.254
13c48d9a-626b-46b7-9844,0.133
13cbcbf1-f794-4bc1-b710,0.088
13ce68b9-cd3b-4479-9530,0.178
13d35b3b-c0d8-428e-941c,0.266
13d643d5-427e-46e3-8e33,0.106
13ecb0b0-e581-45b2-b543,0.107
13f8e090-411c-430c-9189,0.320
13fb80f9-ebed-4b41-86db,0.327
13fb8e9b-aef9-4a6c-84d3,0.590
1400cb45-5efc-4efa-81b9,0.999
14058f41-9179-45ff-a3bb,0.351
140b2e77-531f-48e0-80b1,1.000
140be6ca-21f5-4a2e-96ee,0.556
140cea0a-e038-4676-9070,0.411
1410c5a7-aa10-43e9-8341,0.386
141b2467-2478-486d-bc4d,0.222
141bb132-7e9b-454d-a481,0.306
141cffa6-b7b5-49ea-9e82,0.350
1425d0e9-b6c2-4d5c-a839,0.327
14270cac-e6b7-4fcc-95e1,0.409
1429cb6e-41dc-481b-a02f,0.383
142cb084-69d7-4c70-b11e,0.298
14358687-f91e-44a6-919f,0.327
1444c65e-e019-4314-a822,0.329
144afe19-3ed1-423e-afdf,0.803
144ea0be-b44e-41b9-a68a,0.318
1455a333-6243-407a-a236,0.996
145cdbb4-5082-4575-9949,0.947
1460b410-ba72-481e-8ae8,0.203
1461e456-85ca-4b34-b652,0.998
14630591-c7e5-4c7d-9d42,0.091
146f1adb-f2a1-4ec3-8650,0.394
14700a4a-ae49-42d8-8d7f,0.246
1485c85a-36c9-42f2-ada6,0.016
1486e09d-bacc-4dff-88b6,0.339
148b347a-ede0-4fc2-9f64,1.000
14916650-1004-42e4-b139,0.998
149a895a-68cf-41b0-8b56,0.402
14aad2db-3679-4797-9223,0.890
14ab5d7c-a12f-43ca-8ffb,0.250
14c184c5-bb9d-45dc-b6c1,0.288
14c2b925-2133-4906-9377,0.937
14cfc6cd-0b49-4a27-8fc6,0.994
14de4fdf-0e36-433c-a937,0.552
14e2a9fc-74da-4aea-9d09,0.316
14e3f5bf-952f-4037-8e8e,0.878
14fd0910-cc80-46d8-9ad6,0.261
151468f6-bade-4d1b-bfc2,0.569
15154932-b415-4848-bb58,0.378
15191a8c-3787-423f-90e6,0.325
152b9fbf-4770-4341-b57e,0.395
15320db3-132f-4b27-bb79,0.126
153aa178-e9c7-429f-9714,0.628
15416e45-3ad6-41f4-b96e,0.146
15417308-66d3-4e4f-87be,0.405
15451477-6350-4ab7-9680,0.087
155027f4-b03b-4d43-a714,0.164
155add73-0a79-4222-9046,1.000
1561e825-5743-49c0-9406,0.337
156b30cd-497a-48dd-94e9,0.315
15784997-255e-4819-bc85,0.355
157df018-d1ee-4db5-9342,0.992
1592a224-282c-4b99-b7ea,0.392
15989335-29e9-4859-9f7e,0.137
1599b1ce-fa4a-4e49-a7f6,0.503
159e89da-1bad-4c92-884f,0.230
159f02e7-34bb-42a7-aeaf,0.906
159fe8ba-5740-4918-b9c3,0.275
15a5a16b-5a57-477a-bdc7,0.297
15aa7449-3ae8-4e73-9598,0.664
15ad5461-fec0-4ed1-b6cc,0.998
15ad7416-5134-4117-99f1,0.264
15b6e499-af54-48c3-8dd1,0.806
15b71e4b-c1dd-4e7a-bede,0.272
15b7811a-6822-4589-b782,0.372
15d20d02-ae6a-4ff7-aeea,0.270
15dc7f99-57c8-418d-a747,0.314
15f2e697-0f97-4f7f-a5b0,0.998
15f3862a-90cb-4006-be84,0.329
15fa66c0-2f4a-40df-9f9c,0.877
15fc7b81-f3d9-4ba5-b6ea,0.998
160bff28-ad56-4f8c-8590,0.546
16111429-57b1-4176-939d,0.312
1617e7a3-eed6-4496-bd34,0.428
162aac12-efce-4dc8-940b,0.990
162bac52-93ef-42ae-bf54,0.969
162e0c57-5b66-4597-94ab,0.255
162f21d8-1c2c-44fa-a188,0.425
162fde60-d7d0-4829-b036,0.981
1643d581-55f3-4172-b5a6,0.328
164709f5-6925-4620-805e,0.368
1648d21f-5a48-4f3d-b2b0,0.266
1648d67e-26f7-495d-97cc,0.358
16501e21-e5c7-4009-b678,0.563
165670c6-caa4-4392-adad,0.355
16576759-48c7-43af-a489,0.394
165f4b15-5a71-4e6f-bee7,0.157
1668122c-f56a-4b3e-bb56,0.541
166a963d-3064-40b5-a931,0.417
1670ac38-21cf-4cba-a63f,0.329
16722e36-edbd-4420-ab29,0.169
167ffb56-490c-45ea-8d38,0.958
168fcd3f-535b-4184-94a3,0.357
169d74fb-be6e-4a51-8000,0.354
16a1e855-9a86-47f3-9320,0.966
16a38dd0-0747-4808-a4ad,0.339
16a74c93-8643-4aed-b705,0.455
16b487e9-6f45-4120-bb8d,0.169
16b534fc-ed1e-4740-8383,0.419
16b917f4-b2c6-4d2f-bc91,0.999
16bd81d4-4e20-4acc-a2ff,0.263
16c04e79-849a-4d3a-bd5c,0.225
16c5ba52-24f5-4caf-ad05,0.999
16cecad7-a4a2-4b0d-8e84,0.979
16d20adb-5b07-495c-98c6,0.304
16da2a96-c567-4d90-a9a7,0.303
16da40ca-42a8-4222-a21e,0.346
16db3f86-fa5e-4c8b-b2ad,0.108
16e29088-8e4d-4d2d-bbed,0.991
16e623a0-c8be-4ae3-8ce6,0.324
16ee3051-7f6b-4d18-b031,0.208
16f348c0-d7fe-411a-836b,0.247
1718a586-cbab-4634-a520,0.410
17229c46-48e1-4ba8-b13b,0.997
172ae242-3f8c-41a2-bb64,0.161
172bd05a-a51a-4ccc-9942,0.642
172c493a-5e56-43c5-8cc6,0.382
1737d068-8199-4cec-92ef,0.282
1743d033-3137-4afc-832f,0.119
174e0415-3e5b-4a23-bb35,0.074
1750b7fa-4a94-42ed-918e,0.291
1754b494-97ad-42bf-ad72,0.999
175bfda3-bfd1-4d21-9209,0.353
175c342e-a497-4905-a7b7,0.999
1767372d-c653-44ec-a74d,0.738
1769d662-74b0-4061-aec0,0.997
176a6fab-88ad-4e41-8dcc,0.215
176e0c71-aa89-473d-ae7b,0.524
177dc7d3-9038-4548-be2b,0.311
17865a00-3551-4195-8b62,1.000
178e008a-8d0c-40c6-bf04,0.308
17914c83-725d-49d9-9eef,0.330
17950553-508d-4789-a5af,0.294
17974211-54f1-41a7-88aa,0.305
179ed18e-98c7-4fc5-bdd9,0.996
17aeebdd-3eec-4c48-be96,0.559
17b7fd01-537e-4ece-8bb0,0.271
17b8f2ef-02a5-4975-aa60,0.400
17c03cf0-5a90-4d30-a05d,0.684
17c27360-7917-4d70-9979,0.991
17ce9f4e-2819-4563-a67f,0.196
17dd7392-7912-4fec-ae7a,0.419
17e47bd3-9b9f-4ddd-a5b3,0.149
17f01126-5256-4dc7-bc10,0.359
17f3e40a-a04d-4ef1-96bc,0.842
17fac471-f5e4-4faf-ab73,0.284
17fea04d-f1a0-43d0-a428,0.251
1821d136-5bd2-4d3f-b70d,0.337
182f1062-7c45-47f0-8027,0.303
1831392c-fdf3-465a-a657,0.533
18314e3d-8dea-4d76-a651,0.402
18322b73-53ac-4153-a00b,0.996
183429f8-7b32-40bb-8552,0.300
1840244c-2483-438d-bfa0,0.394
18410de3-f819-4839-b81a,0.971
1843f365-23db-4354-99ed,0.968
18488429-2d89-4a70-80fc,0.296
1865d825-2931-4cbb-ae42,0.435
186c7fb2-b6b3-4ac4-9532,0.263
186ebe0a-967a-4a9d-acb5,0.437
18752253-10d9-452e-9429,0.989
187b19bb-45c8-4c31-b6d9,0.380
187eaaee-b8ab-41bd-993d,0.995
187ec4f7-0e05-4e0e-9c17,0.558
18816afc-0e8c-493b-ba00,0.179
1885860d-e0ba-49b1-afdc,0.233
18863318-8dc2-4e8e-a2cc,0.233
188b292e-7f6d-4a84-b20e,0.508
189604b7-e049-4ba7-aea3,0.993
18a8a60d-5a13-4919-856e,0.258
18b9c6ed-b6d6-4c24-9070,0.999
18ba7e9e-d295-4c3e-a1b8,0.361
18bd1cad-22c6-43c5-b911,0.381
18c89fbe-e659-4afc-b5fa,0.324
18cf8901-415d-4698-8c70,0.303
18d520d3-89d5-4aea-bc91,0.517
18dd03f5-056b-4196-9d29,0.356
18e8ab69-098c-4451-b2e7,0.261
18eadfbb-0c16-49e3-9b6c,0.947
18fd96f6-de00-470c-bab0,0.961
18fea6a3-ad9c-4c32-881a,0.284
19033844-1bb5-4310-9aae,0.369
19063159-143a-4f12-a866,0.999
190efdb3-57ad-49cb-8aa3,0.251
1924f26b-1fa4-46ee-8808,0.354
19257650-1230-4a6f-951b,0.333
19268138-a6f5-4808-a2ff,0.159
1926850e-7fa5-4736-8c6b,0.315
192efa56-83bd-47a3-b4c5,0.560
19330464-ad52-435c-9dca,0.295
1934b921-3288-4fd2-872f,0.722
193aa653-040e-4f02-bcae,0.994
193b112b-d7b0-4b7e-981a,0.320
193c7e20-7e5a-4263-bba5,0.891
194c7c6e-0bb5-457f-8413,0.336
194e431c-d8ab-4f13-8bfa,0.263
194f6294-2f3e-4567-a97d,0.260
1950f989-26a3-497c-ba20,0.277
19524ae5-6063-4539-b39d,0.370
195ebc7d-34e0-4f78-9e16,0.208
1962161b-e740-414d-84d8,0.317
196bdaea-90c6-4587-ae78,0.300
19714ba3-09b4-4133-9101,0.301
1973087a-0335-49c0-8046,0.637
19787809-51b5-45bf-ba20,0.997
1978d40d-fc48-4bf2-8207,0.372
19863f8b-ff73-464a-ab06,0.281
1986e2bb-8d1c-42fc-b812,0.564
19afac25-4a30-4c60-b2d9,0.084
19b24c59-d828-40ad-bad3,0.382
19b3844f-8dfc-4e17-ac4d,0.889
19ca1b42-6252-4733-bec2,0.999
19cc3d38-211c-425c-9a13,0.725
19da77ad-f10e-471f-8528,0.325
19db3f7f-2f32-43a0-9fdf,0.470
19de9ec0-cbb0-4fc0-a174,0.140
19e93b88-ded1-415b-96c9,0.345
19f807d2-4071-4be2-b657,0.994
1a027158-e48e-48fa-8424,0.054
1a02dc86-8fab-480e-b119,0.380
1a04d7b9-47bc-4127-9d40,0.337
1a06114d-738d-4f36-b317,0.083
1a0e7b78-e06b-4969-8ef1,0.382
1a25a9a0-7b24-4c1b-8398,0.324
1a2e5031-6eb8-4624-b5a9,0.420
1a341ef9-ecc1-4e6e-a23b,0.010
1a4a0318-1147-46e2-b57a,0.277
1a4d927d-df8e-4e3f-b3d5,0.384
1a5275a6-3bb8-40c0-8b2d,0.992
1a584126-613b-4b7d-bdd7,1.000
1a5b6b22-c304-41cc-b22e,0.179
1a6344bd-7c64-4677-8803,0.308
1a63a45a-fe0f-4d74-b6de,0.081
1a6c15bf-6765-4e68-ae4b,0.261
1a72b586-fda5-430b-9774,0.240
1a779321-a8d5-49be-aa05,0.839
1a7ae78d-235d-460f-8a42,0.942
1aa3e656-2949-4577-a32e,0.984
1aa7fcb9-3eb1-4f62-bccd,0.290
1aa89572-37a7-471d-a7e8,0.311
1ab2f489-4e2a-4488-a625,0.289
1ab2fd27-2e77-4344-9b70,0.394
1ab92507-08b9-481d-acaf,0.326
1ac15632-c149-4c72-b8b8,0.311
1ac343ef-62d6-40f6-a3a8,0.992
1ac6f348-9ee6-4ae7-bccf,0.096
1acfdf9a-a7b9-42a5-8640,0.316
1ad1b020-b063-4d6f-b955,0.051
1ad55508-349f-4ecd-adee,0.359
1adb075f-f734-4e66-9b9e,0.318
1aea4c2c-8620-40d1-80cd,0.888
1b0a2030-0101-4b42-a687,0.381
1b0a6a78-295b-4115-bccd,0.198
1b132565-377f-439d-860c,0.999
1b162431-b5c0-4dca-bce9,0.196
1b2b816c-c809-41e4-ba80,0.366
1b2f8503-4923-4d1a-8e3d,0.201
1b31d745-7a02-4be1-8a49,0.368
1b327783-8b4b-45e2-a5ba,0.147
1b39dbaf-fc46-4e08-94fd,0.391
1b39f17c-88a0-4be5-8afd,0.765
1b52c4e9-f019-4342-bc86,0.998
1b58f12b-ea45-4adf-81c5,0.190
1b5900b0-49c7-41ec-900b,0.336
1b661f07-b1c4-4b27-ad15,0.414
1b717fe7-effb-4c2f-888f,0.106
1b76e935-77d6-4bfe-870c,0.409
1b7754a6-0e0c-4b3c-9df6,0.529
1b781dbb-3504-479e-b989,0.515
1b8ca185-cbd5-4171-8890,0.466
1b986b3c-11c6-4207-9bc5,0.363
1b9f868f-f0ef-402a-84d2,0.294
1babb7f0-b3a6-4590-b521,0.307
1bc6f5b8-4c4d-4cf9-b2ab,0.410
1bc732b2-1da7-43a9-a4b0,0.366
1bc7d8f9-bd75-42e7-ac42,0.308
1bd2492e-db81-4501-baeb,0.331
1bd7c1cf-7df3-4869-ac73,0.314
1be05e38-bd4b-443e-8960,0.209
1be4996c-8f46-4400-b8e2,0.286
1becb461-c152-4629-b023,0.072
1bf00b6a-6072-4f8f-b5f3,0.343
1bf0e33b-2254-4d94-937b,0.103
1bf74b39-18b2-4ea6-9802,0.992
1c01d919-a53a-40fd-bc84,0.269
1c0e47f6-464e-4138-b81e,0.211
1c15546d-0aef-47c5-9969,0.943
1c1d724b-b021-4886-9169,0.561
1c200db2-c956-4306-9565,0.386
1c3776be-6f5e-4cfb-b878,0.892
1c38f4f3-0a61-4675-90bc,0.173
1c47c6ce-042d-47c8-9e92,0.295
1c4adc95-b22a-4f5f-92ac,0.490
1c4bfb36-e10f-458d-be46,0.582
1c4d5258-d0b5-43cf-b8fd,0.243
1c4df8c0-7be8-4f51-9264,0.835
1c5f99a9-c198-4a09-b587,0.288
1c618379-b13c-4daa-b953,0.971
1c62f073-5c86-4466-a24b,0.350
1c66ed11-c9a0-4d09-9dd8,0.315
1c68a4d0-325c-4728-bfc1,0.327
1c73051e-8246-483d-a9f9,0.420
1c7a9203-e6f6-4375-a5b1,0.350
1c7d6f34-a21e-4983-903f,0.296
1c84bf52-2b69-4e65-8bbb,0.445
1c8d8f42-43f5-4f04-a00a,0.256
1c9d69fb-e9d9-4b1f-bcd9,0.995
1ca3487b-25f9-4e67-bf4d,0.265
1ca8ffd2-1d80-4a89-a9cd,0.275
1ca9f143-38eb-4f88-b9ed,0.378
1cb7e618-3ae5-4bb3-be87,0.270
1cc9053e-c920-44c5-8c06,1.000
1cd10677-6b81-4165-9bad,1.000
1cd23782-a754-4be3-9ffd,0.915
1cd348c8-0f6c-411c-8a86,0.293
1cd6243d-4b04-4249-99a5,0.991
1cd7322a-a871-49dc-9414,0.996
1cdbc41d-445d-4239-bfee,0.360
1cf20d0d-0fdd-4c77-9fb9,0.061
1d1f39cd-c8e5-4660-abcf,0.236
1d2643da-15e2-48c4-aa7e,0.292
1d41675a-2384-45bb-919b,0.308
1d4c96fa-2528-4b1d-8abb,0.995
1d580d48-14a5-4cf5-a5fc,0.230
1d589a4a-89bf-4ab3-a3a5,0.225
1d632e29-7460-4fca-bc9d,0.218
1d6432fb-863c-4844-9f3f,0.975
1d6b657b-199b-4043-a9ec,0.385
1d6f2949-cf02-4029-9d43,0.584
1d76a7b8-b334-4499-a11c,1.000
1d93143e-d71d-4e6f-b358,0.517
1d96f34a-5e5c-4490-9357,0.899
1d9ae4e3-3c5c-4be9-ab3f,0.395
1d9c014d-065b-440f-a0d6,0.975
1da0865c-f094-46bf-87a2,0.195
1da310b7-eaab-4925-9430,0.263
1dac4e67-6910-4bcb-85fc,0.998
1db91ec7-8ed4-4ea7-9fef,0.385
1dbe9e18-0559-4395-9ffe,0.359
1dd348d2-2c24-4ac3-a300,0.397
1de32f5a-6e42-4029-8444,0.298
1de3e4dc-8404-419a-8939,0.194
1de75200-59ab-47b4-be09,0.999
1de762c1-c650-43a8-a1ee,0.461
1de8d8c6-056a-47e5-9f9f,0.852
1deb684c-d75a-4d3c-9938,0.284
1df3dddf-f13b-463e-8dfb,0.502
1dff64e2-cd6c-44dd-bac1,0.736
1e00d6bd-ae31-4cd9-83f3,0.450
1e02e911-69c2-460f-93d6,0.833
1e030d1d-8fe3-4215-9004,0.993
1e05daad-66c0-41ef-bfc1,0.926
1e0c1df2-6b74-42ab-a841,0.062
1e0faf1d-a250-43c6-9b4e,0.262
1e2117e1-70aa-41ca-82f8,0.395
1e23487e-acda-4a31-9561,0.430
1e25db15-427e-4d30-be89,0.246
1e27d984-b895-4891-b93c,0.326
1e2bf78c-cce7-49f2-b233,0.313
1e2d0fcb-0aab-43d9-9fa2,0.915
1e33e03d-01e2-4393-858c,0.290
1e3c02f0-836f-4ec1-8cb2,0.352
1e4a5be5-d046-4e21-b8fa,0.290
1e5a0d32-38cc-44ba-8fdb,0.996
1e5bbb4f-98e4-485d-95dd,0.170
1e644696-3ddf-43bb-91d7,0.351
1e6a5c5e-aff1-4bfb-92ed,0.478
1e738e33-5f14-41e4-ad1e,0.880
1e7aeb89-e43b-4731-ae2b,0.640
1e7c30f7-ab5e-4a84-ad79,0.994
1e854adf-14f7-4f16-a912,0.993
1e881351-907c-4f26-a1de,0.305
1e992985-2eb5-467e-a44b,0.292
1e9ea863-ddf6-42b0-91c6,1.000
1ea04f6c-1fc8-4c03-afa6,0.488
1eb6a780-2179-47a0-ba75,0.990
1eb77c16-99e4-46d3-857a,0.888
1eb8389a-fad5-45dc-8232,0.954
1ec095a3-6aa2-47c2-953a,0.473
1ec32c95-b7e6-4dec-8eb1,0.944
1ecd632b-514f-436c-87d4,0.308
1ecf8bf9-c344-4951-b8a0,0.305
1ed6d301-d9ea-4fd0-bc84,0.145
1ee3917d-f4a2-4bfc-9d13,0.955
1ee45b6f-9828-4c3d-a5eb,0.414
1ee4bff7-aa13-4861-89db,0.344
1ef97749-4a1b-4b60-aed0,0.920
1efd66be-64da-4cce-b762,0.354
1f03b5ee-d7e1-42e2-b757,0.262
1f0fc8b4-b0c0-4fe2-b5a4,0.449
1f10a43c-875d-4aeb-bac2,0.354
1f198a63-d690-4b19-8690,0.995
1f1c788e-d7e0-4e8e-ad50,0.305
1f1e4c6a-658c-4d95-afba,0.991
1f24d044-6acd-49be-85c0,0.197
1f263465-c7ca-4658-9e73,0.266
1f26886b-e379-4395-b423,0.215
1f284fba-8734-4d6c-8717,0.845
1f3a4d10-b50b-4ac4-8014,0.349
1f3cca04-b710-46ee-90e3,0.791
1f3d4a66-8ee5-426c-b2f7,0.387
1f420dcc-0d99-4a85-b9f6,0.098
1f4914e8-9255-4f0a-9eab,0.370
1f4ce562-8098-4f7f-ae85,0.174
1f5bd2dc-e667-4656-88b6,0.990
1f7dda9a-f6eb-44c5-a06d,0.310
1f822d3b-192b-4941-ba7d,0.348
1f865aeb-e209-4aae-bdc5,0.375
1f8d929a-3fdc-4798-a57a,0.655
1f97c623-3eaf-4a79-9b82,0.333
1f9864d4-4a10-48c8-87d9,0.296
1fa89328-3c9e-48a8-b75c,0.187
1fa9f08e-fad8-4fda-90dc,0.696
1fad4a23-59a2-47ed-b8d9,0.983
1fb4551b-3889-458e-9aa2,0.280
1fb5499f-f177-4adf-be3f,0.984
1fbd2da5-64cb-4cca-81c9,0.329
1fc3f0a0-0f52-48e5-96f2,0.993
1fcef276-a773-4b43-954c,0.315
1fdff728-ce4e-440e-8ad8,0.992
1fe5d03d-88bd-4956-8f60,0.353
1feb2787-680b-4389-a9b1,0.094
1ffaa022-c48b-4a91-9092,0.199
1ffdfa75-4da3-49f0-89b8,0.261
1fffe6a9-5934-421b-acd1,0.998
2004fb66-33f0-4887-97fb,0.185
20063cd9-df9d-4226-ac79,0.873
2011570d-1813-466a-925e,0.329
201bc379-fd99-4d0c-a19b,0.348
20310467-6c7f-459d-bee4,0.338
203f0b97-f5a0-41f7-823e,0.206
2044db7c-8e7b-4540-b6cf,0.964
20478ee4-f0c9-4db3-a8a8,0.324
20518962-28f8-44ae-b7d0,0.353
20529a20-53ac-4ec6-bc9d,0.322
2054d7bd-6c2a-43b4-9071,0.336
2062d4db-0d96-4fa5-b795,0.056
20635473-33e0-4e91-aa67,0.346
20666a7d-952d-47cd-85d2,0.999
2068a6e1-9eff-48cb-9263,0.776
20693509-a1df-428f-9cf2,0.971
206cc58b-83e4-4740-bb7a,0.084
207f0c5e-57a0-42e8-b27e,0.240
208347a0-e446-4aa2-9411,0.591
2084a3f5-55d0-4e15-b75c,0.445
2085afcc-6ecb-46be-8724,0.325
2087e9cd-3e92-4445-bdf5,0.246
20936c00-19ee-4e4a-b00b,0.300
2098e177-fdf0-4fee-b86d,0.514
20a31ef7-98cd-4b96-8a88,0.402
20a36aa7-840f-44c0-8710,0.731
20ad12f5-7f4e-4894-aae0,0.344
20b78c96-9d41-4213-9c76,0.356
20baf0df-5a1d-4c9a-b215,0.991
20c71cf0-40e7-444c-bc26,0.266
20cefc85-26a0-4fe7-8442,0.870
20d162ee-4010-42ca-b99c,0.148
20d1bb8b-3883-426e-a2b3,0.493
20e20d58-8f50-4c09-b996,0.277
20f1cb8c-6e4f-44cc-93f9,0.298
20f39112-6f6a-4c22-9d8b,0.184
20f6d1ab-0bbf-4bf8-9d57,0.525
2100dbdb-c97f-4cad-85eb,0.290
210517dd-50f4-4060-9a4b,0.997
21079866-2dab-4f77-927f,0.367
210bc17f-a263-45f2-8752,0.477
210f896c-5aa4-4acb-9b3b,0.361
2114a437-f1c2-4c92-9c89,0.357
211e6f2d-17bc-4366-8c22,0.315
211ea0f0-c58f-4e4b-99f5,0.315
212251fb-a72c-49ce-b8ec,0.595
2123507f-b895-4ad9-bcc4,0.368
21265145-8f29-455c-a96c,0.280
2129d62c-4038-46df-8cea,0.256
213d1d86-8eb3-4f5c-b953,0.316
216157bb-bece-4452-b857,0.131
216452fd-90ff-44de-96a9,0.363
2169c609-03a7-451e-82bf,0.285
216d0770-6680-428b-aa08,0.314
21773d19-39a2-4114-a19c,0.331
2197879c-318b-4538-83f0,0.482
21aceffd-efa0-479d-b33f,0.345
21af4063-536f-437d-8ce1,0.303
21b7d5b0-e93b-480f-95e3,0.215
21bc5a0f-b7d7-462a-95ec,0.899
21c2c328-f8b3-4837-8cb0,0.976
21c63e67-420d-415b-9de5,0.298
21c6a5ad-129e-4144-a85f,0.640
21c90c03-fa8d-4751-8f78,0.354
21dd3353-123d-4912-bd9a,0.967
21e1d4cb-9818-4d18-afce,0.705
21e29a0d-c1f6-464b-9e30,0.358
21e84f3b-2828-4dfa-a2b3,0.308
21e97833-cab7-4413-997d,0.263
22028856-9fd0-41d5-9ec3,0.253
220b0ba1-7ae2-4c1c-a168,0.278
220d78e7-216c-4225-baa0,0.345
22125020-00f8-42b4-b103,0.369
22141c79-9e67-48ad-b59d,0.218
22190445-19ec-4afe-9c12,0.320
221c0c94-88e3-4b22-a4af,0.182
221d5208-0bac-4a55-b5c5,0.293
222d296c-eb7f-4bec-9808,0.368
22324273-1f14-499c-b18d,0.711
223d3345-4300-4e40-81cb,0.277
22402974-29a9-4d33-ba60,0.310
224065b7-6a04-4d97-8fff,0.460
2241c406-d184-4fd5-88de,1.000
2250f8ea-abe9-493c-a8f2,0.423
225458ad-6ccc-4829-ad90,0.930
22554834-d0aa-4a9a-a2ff,0.660
22621613-937f-45f7-a517,0.174
22653eb7-9f1b-4448-91a9,0.284
2267ac16-3188-41e4-a710,0.950
22691ea7-1c0d-41ef-9d1e,0.644
2270355e-fd9c-400b-be30,0.167
2272194b-5700-4bb8-acee,0.295
227a1036-65b8-4baf-979b,0.310
22a541dd-ccb2-4606-9598,0.919
22a71261-b0aa-44b6-8216,0.112
22af6d7d-0816-4514-91f3,0.251
22b298fa-4fe0-44cd-8407,0.953
22b8f8d6-0a3a-4632-938d,0.338
22bdcf80-fc60-42a9-b80b,0.312
22c38c1b-49aa-4748-8f54,0.267
22c6bc92-4edc-4e44-bac7,1.000
22cbe90d-0016-4b65-b1b5,0.998
22de98e1-7e1f-4b1d-916a,0.223
22e58127-58d3-4fdf-823f,0.187
22ed06cd-06a7-4e12-ae83,0.489
22f9470f-3413-46a1-a5fd,0.303
2317f9c2-2f8d-428b-9ae8,0.860
23192292-b2e8-48d9-b1fa,0.220
231f58c6-53ee-4268-89a2,0.233
232dce3e-ae66-4d8f-999d,0.230
232ede32-09de-402b-b158,0.371
2337ceba-a454-491f-92f7,0.204
233bf6a2-1c92-431c-b40b,0.298
234780b1-9cc9-4756-ad4b,0.631
2348b781-769f-48e8-9a83,0.312
23524e2f-bf81-487e-9214,1.000
236c3aab-621c-48ac-a288,0.723
23737c0b-4828-4758-b991,0.557
23823f09-6afd-42c3-ae11,0.336
2383aa4c-da16-4778-9109,0.339
239492f6-9e98-4ef8-8d61,0.094
23a19c82-6e55-47e8-ac30,0.310
23a77e41-1abf-4358-bc8e,0.397
23b686ee-3408-4419-b5e3,0.990
23bccb1c-1fef-49ed-bb34,0.351
23c3c952-d7b3-4b7e-b4bd,0.328
23cf6065-b848-4ce8-bd69,0.569
23ef8241-2a01-4dd2-ae83,0.991
23f08c8b-6e99-498a-8cd1,0.915
23f6ba8d-612e-4d8b-94df,0.667
23f8ce92-7b20-4ed4-b3ae,0.323
23f8de4e-d59b-4db3-b8c5,0.233
23f95248-25e8-4d79-93a5,0.183
23fb5b2b-344f-47db-a1a8,0.987
24038110-845e-4836-89c4,0.004
240424f2-cfab-4ce1-9bcb,0.414
2410c4b1-fb16-4627-af7b,0.424
2414b827-2f7f-48ae-bb08,0.303
2430dc54-4785-4db2-96ec,0.990
2431042b-0f62-417e-92a2,0.313
243b0364-244a-4c3f-b4fc,0.326
244ecadb-c9f2-4f5b-98b7,0.458
24508a6f-d6b6-41f7-87da,0.355
2450e207-db7e-443f-9b2d,0.416
24561f0f-47e1-42f0-b7a2,0.155
245f209e-4219-42b8-8985,0.064
24741d75-3f30-455a-84be,0.367
2479ea4a-46a3-4b4b-9056,0.270
248a2ad9-1765-4f37-ab63,0.293
248addd6-927a-4094-8fe2,0.412
248f0a32-5ce3-4fc5-9d80,0.115
249bf41e-ff92-4922-9474,0.437
24ad66ec-c899-49a9-b86f,0.982
